player_id,matches_played,starts,minutes_played,goals,assists,yellow_cards,red_cards
2155,10,5,396,0,1,0,0
2156,1,0,7,0,0,0,0
2157,34,29,2478,11,9,1,0
2158,13,4,495,0,0,2,0
2159,27,17,1747,2,2,8,0
2160,29,24,1879,8,6,6,0
2161,29,27,2485,9,4,4,0
2162,15,15,1350,0,0,1,0
2163,18,14,1058,0,0,4,0
2164,2,1,145,0,0,0,0
2165,1,1,90,0,0,0,0
2166,36,36,3207,2,0,7,1
2167,9,0,94,0,0,0,0
2168,29,21,1807,1,1,4,0
2169,19,2,478,0,0,2,1
2170,31,25,2034,9,3,6,0
2171,3,2,204,1,0,1,0
2172,22,12,1066,10,3,1,0
2173,30,30,2700,0,0,2,0
2174,29,19,1623,1,3,4,1
2175,35,34,2981,0,3,7,0
2176,2,0,20,0,0,1,0
2177,29,14,1318,0,3,1,2
2178,36,32,2839,18,9,4,0
2179,15,12,978,4,1,2,0
2180,10,4,444,2,2,0,0
2181,26,11,1103,6,1,1,0
2182,35,34,3065,2,3,5,0
2183,32,5,750,4,0,1,0
2184,22,21,1783,1,5,5,0
2185,12,11,1056,0,0,0,0
2186,13,7,724,1,0,3,0
2187,38,38,3420,0,0,3,0
2188,8,4,385,0,0,1,0
2189,27,7,788,1,0,3,2
2190,12,0,108,0,0,2,0
2191,1,0,1,0,0,0,0
2192,4,1,196,0,0,2,0
2193,37,36,3128,10,4,2,1
2194,12,12,1034,0,0,0,1
2195,1,0,1,0,0,0,0
2196,27,21,1830,2,1,1,0
2197,32,26,2417,0,1,11,0
2198,36,36,3240,0,0,0,0
2199,14,5,469,0,1,0,0
2200,1,0,10,0,0,0,0
2201,29,29,2543,0,1,2,0
2202,36,32,2383,25,8,3,0
2203,27,22,1785,1,1,8,0
2204,16,3,350,2,0,3,0
2205,1,1,90,0,0,0,0
2206,30,30,2700,1,1,10,0
2207,34,34,2825,1,1,8,1
2208,35,33,2825,4,7,7,1
2209,24,22,1922,1,0,4,1
2210,26,10,1024,1,1,6,0
2211,15,4,504,4,1,2,0
2212,33,32,2819,0,3,9,1
2213,21,8,867,1,3,1,0
2214,2,2,180,0,0,0,0
2215,1,0,23,0,0,0,0
2216,36,33,2831,5,3,6,0
2217,16,4,516,0,1,0,0
2218,5,0,69,0,0,0,0
2219,10,6,429,0,1,1,0
2220,21,11,922,1,0,1,0
2221,1,0,20,0,0,0,0
2222,13,8,696,0,1,4,0
2223,33,29,2482,0,1,3,1
2224,36,35,3167,0,10,8,0
2225,4,1,137,0,0,0,0
2226,14,11,906,2,2,4,0
2227,3,1,73,0,0,0,0
2228,3,1,118,0,0,0,0
2229,2,1,122,0,0,1,0
2230,1,0,20,0,0,0,0
2231,22,7,852,2,0,6,0
2232,29,12,1330,1,4,6,1
2233,1,0,21,0,0,0,0
2234,17,10,927,0,0,3,0
2235,37,26,2162,4,7,5,0
2236,1,1,37,0,0,0,0
2237,23,16,1149,0,1,6,0
2238,6,1,140,0,0,1,0
2239,36,26,2514,3,2,7,0
2240,21,15,1111,2,0,0,0
2241,21,21,1758,0,3,2,0
2242,18,15,1274,0,1,0,0
2243,30,22,1928,6,5,0,0
2244,19,11,1101,0,2,2,0
2245,7,2,298,0,0,0,0
2246,37,37,3114,8,10,10,0
2247,19,11,965,0,1,2,0
2248,32,31,2672,2,0,4,2
2249,7,7,630,0,0,0,0
2250,34,28,2554,2,1,7,0
2251,18,18,1416,1,0,3,0
2252,31,26,2156,4,2,10,1
2253,6,2,199,0,0,0,0
2254,25,17,1356,0,0,5,0
2255,25,17,1562,3,1,5,0
2256,36,34,3058,4,4,5,0
2257,22,14,1235,4,0,4,0
2258,29,21,1775,3,1,6,1
2259,26,21,1734,2,2,3,0
2260,25,13,1249,1,0,2,0
2261,32,28,2595,1,2,8,0
2262,26,19,1670,3,3,4,1
2263,11,11,972,0,0,3,0
2264,18,14,1212,1,0,1,0
2265,5,1,210,0,0,0,0
2266,7,1,136,0,0,0,0
2267,33,31,2718,0,3,13,0
2268,28,6,807,3,3,2,0
2269,38,38,3406,1,3,2,0
2270,1,0,8,0,0,0,0
2271,29,26,2291,0,0,3,0
2272,30,19,1751,0,3,2,0
2273,29,13,1313,1,3,5,0
2274,23,17,1346,4,0,3,0
2275,1,0,18,0,0,0,0
2276,30,21,1923,4,5,1,0
2277,34,34,3060,0,0,1,0
2278,28,19,1656,5,3,2,0
2279,14,14,1260,0,0,0,0
2280,29,27,2259,2,3,6,1
2281,28,28,2520,0,0,2,0
2282,29,29,2609,0,0,2,0
2283,18,10,900,3,2,1,0
2284,22,20,1581,0,1,1,0
2285,15,7,653,0,0,1,0
2286,34,23,2058,0,2,3,0
2287,26,18,1616,1,0,3,0
2288,16,14,1233,0,1,1,0
2289,16,9,825,5,0,4,0
2290,7,2,227,0,0,1,0
2291,22,17,1389,7,3,4,0
2292,1,1,90,0,0,0,0
2293,23,19,1690,1,0,4,1
2294,10,9,879,0,0,0,0
2295,27,24,2141,2,0,10,0
2296,3,3,140,0,0,1,0
2297,30,10,1293,3,3,1,0
2298,24,11,905,3,0,4,0
2299,16,11,1018,1,0,3,0
2300,25,20,1729,6,10,3,0
2301,1,0,1,0,0,0,0
2302,8,3,261,0,0,3,0
2303,2,0,72,0,0,0,0
2304,12,4,358,1,1,0,0
2305,38,38,3371,29,18,1,0
2306,3,2,152,0,1,0,0
2307,17,2,373,0,0,0,0
2308,4,0,43,0,0,0,0
2309,31,25,2238,3,2,6,0
2310,30,26,2314,2,1,4,0
2311,35,35,3039,2,0,2,1
2312,15,11,1023,1,0,2,0
2313,2,0,46,0,0,0,0
2314,13,9,797,0,0,3,0
2315,31,7,1169,2,1,3,0
2316,8,6,290,0,0,0,0
2317,2,0,33,0,0,0,0
2318,27,12,1149,2,3,4,0
2319,17,17,1529,0,0,3,0
2320,15,15,1350,0,0,1,0
2321,22,16,1471,0,2,4,0
2322,17,2,387,0,0,0,0
2323,18,9,728,2,0,1,0
2324,26,16,1318,2,1,2,0
2325,29,19,1620,15,1,2,0
2326,13,6,437,0,0,0,0
2327,33,12,1395,0,0,3,0
2328,32,11,1404,2,1,4,0
2329,25,25,2026,2,0,6,0
2330,32,18,1722,4,4,6,1
2331,33,30,2634,1,0,6,1
2332,32,32,2880,0,0,5,0
2333,31,19,1764,3,4,2,0
2334,27,16,1400,1,0,2,0
2335,7,5,453,0,0,1,0
2336,30,17,1637,11,5,2,0
2337,16,16,1244,3,0,4,1
2338,13,7,590,0,1,3,0
2339,26,10,1158,0,2,3,0
2340,16,7,754,1,1,0,0
2341,34,34,3043,0,0,3,0
2342,6,3,235,3,0,0,0
2343,5,0,65,0,0,1,0
2344,13,11,927,0,0,1,0
2345,10,5,482,0,1,1,0
2346,19,4,372,0,0,5,0
2347,32,32,2855,10,3,8,0
2348,9,8,765,0,0,0,0
2349,7,4,404,0,0,1,0
2350,23,7,814,3,2,3,0
2351,1,0,9,0,0,0,0
2352,32,25,1907,4,1,1,0
2353,38,30,2711,8,6,4,0
2354,21,15,1385,0,0,0,0
2355,27,27,2365,0,1,4,0
2356,7,0,88,0,0,0,0
2357,12,12,1080,0,0,1,0
2358,31,27,2363,2,5,4,1
2359,29,21,1766,1,8,3,0
2360,28,19,1724,2,1,5,0
2361,1,0,3,0,0,0,0
2362,32,30,2578,0,0,6,0
2363,6,4,272,0,0,2,0
2364,1,0,6,0,0,0,0
2365,15,7,665,0,0,1,0
2366,3,0,34,0,1,0,0
2367,38,26,2293,11,2,3,0
2368,26,17,1534,1,1,3,0
2369,34,33,2934,4,0,9,1
2370,31,19,1684,21,0,4,0
2371,13,0,247,0,0,1,0
2372,16,12,1122,0,0,2,0
2373,4,2,181,0,0,1,0
2374,18,15,1297,3,1,4,1
2375,23,23,1982,0,4,7,2
2376,12,0,103,0,0,0,0
2377,32,32,2834,5,4,4,0
2378,9,2,205,0,1,0,0
2379,33,32,2681,4,3,8,0
2380,12,3,306,0,0,3,0
2381,6,6,540,0,0,0,0
2382,25,13,1153,3,3,1,0
2383,20,8,755,0,0,3,0
2384,13,13,1170,0,0,0,0
2385,1,1,90,0,0,0,0
2386,13,1,190,0,0,0,0
2387,9,7,594,0,0,1,1
2388,1,1,90,0,0,0,0
2389,11,10,803,0,0,4,0
2390,30,20,2084,0,0,2,0
2391,15,9,887,0,0,1,0
2392,38,38,3420,0,0,4,0
2393,34,32,2886,0,4,8,0
2394,37,36,3203,11,5,9,0
2395,10,1,227,0,0,3,0
2396,17,13,1106,0,0,5,0
2397,12,2,274,1,0,0,0
2398,22,16,1376,2,1,4,1
2399,36,33,2957,2,0,2,1
2400,4,1,112,0,0,0,0
2401,33,30,2380,13,5,2,1
2402,16,7,580,4,2,1,0
2403,31,12,1098,3,4,2,0
2404,7,4,349,0,0,1,0
2405,7,7,621,0,0,0,0
2406,27,11,1097,4,4,1,0
2407,28,24,2101,0,3,1,0
2408,27,5,762,2,2,2,0
2409,2,2,152,0,0,0,0
2410,29,27,2402,5,1,4,0
2411,16,14,1182,0,0,4,0
2412,1,0,1,0,0,0,0
2413,21,8,801,2,0,2,0
2414,7,4,375,1,0,1,0
2415,8,0,132,1,2,0,0
2416,33,29,2670,4,4,7,0
2417,27,21,1929,0,6,3,0
2418,24,22,1866,10,3,7,0
2419,31,5,854,3,1,5,0
2420,2,0,30,0,0,0,0
2421,15,15,1350,0,0,1,0
2422,5,5,450,0,0,0,0
2423,27,14,1238,7,2,2,0
2424,1,1,54,0,0,0,0
2425,30,1,419,1,1,1,0
2426,33,26,1926,2,6,4,0
2427,32,31,2609,8,10,2,0
2428,21,21,1890,0,0,0,0
2429,25,25,2150,10,6,5,0
2430,2,1,96,0,0,1,0
2431,26,14,1250,2,2,3,0
2432,34,25,2299,5,8,5,0
2433,27,23,2096,1,2,4,0
2434,12,1,236,1,1,0,0
2435,2,1,91,0,0,0,0
2436,1,0,59,0,0,0,0
2437,13,6,614,0,0,2,0
2438,1,0,3,0,0,0,0
2439,20,8,819,3,1,1,0
2440,32,30,2610,2,1,11,1
2441,4,0,47,0,0,0,0
2442,32,32,2810,0,0,6,1
2443,33,11,1164,0,2,1,0
2444,30,26,2231,1,2,6,0
2445,24,10,1129,0,0,8,0
2446,16,14,1227,1,0,4,0
2447,11,11,927,0,0,0,1
2448,27,27,2364,0,0,1,0
2449,12,4,535,1,1,0,0
2450,15,11,852,2,2,1,0
2451,5,4,382,0,0,1,0
2452,24,15,1323,6,3,0,0
2453,1,0,5,0,0,0,0
2454,18,6,690,1,0,1,0
2455,25,19,1590,0,0,7,0
2456,32,32,2827,1,1,7,0
2457,5,3,209,0,0,0,0
2458,34,25,2043,6,3,3,0
2459,9,7,630,0,0,2,0
2460,10,0,95,0,0,2,0
2461,37,36,2989,4,0,6,0
2462,19,13,1029,0,1,4,0
2463,1,0,13,0,0,0,0
2464,27,25,2201,9,3,0,0
2465,21,8,760,0,0,2,0
2466,31,14,1409,1,1,6,0
2467,3,0,11,0,0,0,0
2468,19,19,1672,1,2,3,1
2469,19,3,535,1,0,3,0
2470,1,0,28,0,0,0,0
2471,32,32,2880,0,0,0,0
2472,38,38,3420,0,0,2,0
2473,6,6,540,0,0,1,1
2474,19,14,1181,0,0,0,0
2475,19,1,295,1,0,1,0
2476,24,15,1254,0,0,5,0
2477,31,22,1794,1,1,2,1
2478,18,8,833,1,1,1,0
2479,6,1,123,0,0,0,0
2480,35,30,2567,9,1,8,0
2481,27,22,1781,5,5,3,0
2482,31,25,2171,0,0,8,0
2483,29,21,1902,5,4,0,0
2484,30,24,2062,2,1,5,0
2485,12,11,1018,0,1,2,0
2486,9,9,799,1,0,1,0
2487,25,19,1792,1,2,4,1
2488,27,17,1517,1,1,1,0
2489,2,1,126,0,0,0,0
2490,30,29,2585,1,2,8,0
2491,28,26,2204,10,5,10,0
2492,14,9,876,0,2,0,0
2493,16,16,1367,0,0,1,0
2494,1,0,1,0,0,0,0
2495,28,26,2270,1,0,5,0
2496,26,25,2106,0,1,6,1
2497,28,23,1887,12,4,4,0
2498,2,2,180,0,0,0,0
2499,23,9,944,3,0,1,0
2500,10,4,290,0,0,0,0
2501,19,17,1389,1,0,2,2
2502,12,11,852,1,2,0,1
2503,17,7,499,0,2,1,0
2504,2,0,24,0,0,1,0
2505,1,0,1,0,0,0,0
2506,12,4,389,1,0,1,0
2507,32,31,2741,1,8,6,0
2508,31,16,1551,3,3,3,0
2509,16,6,699,0,1,1,0
2510,1,0,3,0,0,0,0
2511,10,10,900,0,0,1,0
2512,11,6,548,2,0,1,0
2513,35,30,2587,14,4,4,0
2514,37,32,2619,6,4,5,0
2515,32,6,1078,11,2,4,0
2516,30,30,2460,0,0,12,0
2517,21,7,608,1,1,0,0
2518,30,23,2163,0,6,0,0
2519,29,21,1792,1,1,4,0
2520,30,16,1557,1,1,4,0
2521,15,12,1053,0,0,1,0
2522,9,3,283,2,0,1,0
2523,26,17,1402,1,1,2,0
2524,19,7,786,1,1,2,0
2525,31,27,2080,0,1,7,1
2526,16,4,606,0,2,3,0
2527,37,37,3314,0,0,2,1
2528,20,14,1219,3,1,4,0
2529,12,8,781,1,3,0,0
2530,16,12,1117,1,0,3,0
2531,38,38,3420,0,0,1,0
2532,16,15,1314,1,0,1,0
2533,32,15,1348,4,5,1,0
2534,21,10,950,1,0,2,1
2535,19,15,1156,1,0,2,0
2536,29,17,1583,5,1,5,0
2537,15,15,1350,0,0,0,0
2538,20,13,992,4,0,2,0
2539,36,29,2491,6,6,6,0
2540,35,15,1566,20,2,4,0
2541,15,12,1116,2,1,3,0
2542,11,7,567,1,0,1,0
2543,22,6,821,3,1,0,0
2544,24,22,1902,3,1,7,0
2545,33,33,2970,3,0,3,0
2546,20,9,649,0,0,3,0
2547,2,2,180,0,0,1,0
2548,34,28,2424,1,0,8,0
2549,29,29,2507,0,0,4,0
2550,24,13,1252,2,4,0,0
2551,25,7,807,1,2,1,0
2552,2,0,21,0,0,0,0
2553,14,12,990,0,0,0,0
2554,33,33,2922,1,1,6,0
2555,34,34,3026,2,0,7,0
2556,23,22,1686,0,8,4,1
2557,29,20,1939,3,5,6,0
2558,8,3,356,0,0,1,0
2559,32,4,860,1,0,4,0
2560,24,6,660,1,0,4,1
2561,36,36,3167,2,3,7,1
2562,27,21,1899,0,0,3,0
2563,32,31,2689,0,0,5,0
2564,28,13,1238,1,4,2,0
2565,4,0,49,0,0,0,0
2566,13,11,911,2,1,2,0
2567,8,2,256,0,1,0,0
2568,27,17,1359,2,4,1,0
2569,34,33,2922,2,1,11,0
2570,1,1,90,0,1,0,0
2571,25,20,1517,6,1,2,0
2572,8,8,674,0,0,0,0
2573,13,6,539,0,0,3,0
2574,3,3,270,0,0,0,0
2575,11,1,131,0,0,1,0
2576,15,15,1219,4,1,1,0
2577,15,7,584,2,1,1,0
2578,25,13,1234,1,0,3,0
2579,22,21,1774,0,2,5,0
2580,17,9,750,1,0,1,0
2581,16,8,569,1,0,2,1
2582,25,24,1956,8,3,0,0
2583,31,31,2704,0,0,6,1
2584,1,0,22,0,0,0,0
2585,8,1,175,0,0,0,0
2586,22,19,1806,0,0,2,0
2587,1,0,4,0,0,0,0
2588,14,13,1110,0,0,3,0
2589,25,15,1321,1,3,3,0
2590,33,31,2615,3,7,7,0
2591,30,22,1898,0,1,6,0
2592,35,26,2326,4,5,5,0
2593,31,26,2200,14,4,1,0
2594,11,8,755,0,0,4,0
2595,36,35,3026,3,7,4,0
2596,13,2,259,1,0,0,0
2597,34,19,1686,7,2,4,0
2598,30,27,2417,1,3,7,0
2599,27,20,1825,0,0,3,0
2600,4,1,137,0,0,1,0
2601,12,3,375,0,1,3,0
2602,32,27,2329,7,4,4,0
2603,11,9,737,0,2,0,0
2604,11,2,468,0,0,1,0
2605,2,0,22,0,0,0,0
2606,32,23,1884,6,1,7,0
2607,1,0,7,0,0,0,0
2608,22,19,1593,0,1,4,1
2609,36,28,2630,4,2,5,0
2610,1,0,11,0,0,0,0
2611,10,4,310,3,1,0,0
2612,18,15,1387,0,0,5,0
2613,27,12,1106,10,6,1,1
2614,24,23,2020,0,0,2,0
2615,35,35,2957,3,0,10,0
2616,1,0,1,0,0,0,0
2617,28,26,2324,10,1,5,0
2618,13,7,609,0,3,1,0
2619,8,2,300,0,0,2,0
2620,1,0,6,0,0,0,0
2621,12,11,733,1,0,2,2
2622,15,6,561,0,1,2,0
2623,6,3,335,0,1,1,0
2624,36,18,1772,2,7,3,0
2625,1,0,1,0,0,0,0
2626,11,9,700,0,1,2,0
2627,30,30,2616,0,1,7,0
2628,26,26,2295,0,0,0,0
2629,5,5,450,0,0,0,0
2630,19,6,496,1,0,1,0
2631,33,33,2881,0,2,2,0
2632,1,0,4,0,0,0,0
2633,26,20,1740,0,3,5,0
2634,25,14,1309,0,3,1,0
2635,38,28,2546,8,7,4,1
2636,33,31,2752,2,2,3,0
2637,18,9,837,0,1,2,0
2638,27,23,1913,2,5,1,0
2639,22,20,1710,0,1,5,1
2640,30,30,2676,0,0,1,0
2641,21,11,942,0,0,4,0
2642,30,26,2274,2,1,8,0
2643,33,30,2486,4,6,8,2
2644,25,24,1924,0,1,2,0
2645,29,22,1785,1,2,11,0
2646,26,18,1655,1,1,7,0
2647,26,24,1903,1,2,4,0
2648,1,1,90,0,0,0,0
2649,17,2,345,2,1,2,0
2650,27,20,1726,9,3,4,0
2651,2,0,31,0,0,0,0
2652,20,20,1759,2,0,6,0
2653,7,1,247,1,0,2,0
2654,8,6,500,0,0,1,0
2655,8,8,720,0,0,0,0
2656,20,6,675,4,1,1,0
2657,26,19,1834,1,1,4,0
2658,20,18,1556,1,0,6,1
2659,34,18,1835,0,0,5,0
2660,14,13,1129,0,0,5,1
2661,8,1,148,0,0,0,0
2662,35,34,2873,2,6,1,0
2663,31,31,2763,3,0,4,0
2664,15,12,1030,0,0,2,0
2665,4,1,138,0,1,0,0
2666,5,0,40,0,0,1,0
2667,36,34,3032,6,4,4,0
2668,20,14,1257,0,1,3,0
2669,2,1,97,0,0,0,0
2670,13,11,872,1,0,4,1
2671,37,37,3330,3,1,5,0
2672,29,23,2064,1,3,6,1
2673,6,4,429,0,0,0,0
2674,35,35,2823,9,4,5,0
2675,11,9,671,2,1,0,0
2676,8,3,305,0,0,3,0
2677,33,33,2969,0,0,2,1
2678,32,32,2880,0,0,2,0
2679,36,34,3041,3,0,9,0
2680,29,27,2461,2,0,4,0
2681,34,18,1742,2,2,8,1
2682,2,0,75,0,0,1,0
2683,19,10,919,0,0,3,0
2684,32,25,2189,1,5,4,0
2685,20,7,877,2,3,7,0
2686,13,2,374,0,0,0,0
2687,7,1,181,0,0,2,0
2688,13,12,1093,0,1,2,0
2689,27,10,1127,1,0,3,0
2690,14,11,1029,0,1,1,0
2691,21,19,1697,0,0,5,0
2692,13,12,1015,0,2,4,0
2693,6,1,167,2,0,0,0
2694,15,2,364,0,0,1,0
2695,36,36,3240,0,1,5,0
2696,9,0,115,0,0,1,0
2697,27,19,1553,2,0,3,0
2698,28,18,1572,0,2,7,0
2699,17,7,718,1,0,2,0
2700,25,10,988,0,0,1,0
2701,18,16,1391,0,0,5,0
2702,1,0,5,0,0,0,0
2703,24,24,2160,0,0,1,0
2704,37,35,3092,5,5,3,0
2705,21,2,319,2,1,2,0
2706,5,1,124,0,0,0,0
2707,1,0,4,0,0,0,0
2708,4,0,24,0,0,0,0
2709,4,4,360,0,0,0,0
2710,2,1,96,0,0,1,0
2711,17,3,470,0,0,0,0
2712,16,2,333,1,1,2,0
2713,4,4,360,0,0,0,0
2714,3,0,16,0,0,0,0
2715,27,18,1267,3,1,2,0
2716,29,23,1982,0,2,5,0
2717,30,30,2572,1,0,3,0
2718,25,16,1328,2,3,2,0
2719,29,20,2042,5,1,1,0
2720,32,28,2608,4,0,3,0
2721,2,2,180,0,0,0,0
2722,29,21,1784,10,4,3,0
2723,3,0,60,0,0,0,0
2724,30,23,2117,5,4,0,0
2725,12,8,715,2,0,3,0
2726,10,10,772,0,0,2,0
2727,18,16,1367,1,0,6,0
2728,17,12,1105,0,0,4,0
2729,11,8,717,1,2,2,0
2730,4,0,61,0,0,1,0
2731,14,6,556,0,0,1,0
2732,25,17,1636,3,0,2,0
2733,10,2,347,0,0,1,0
2734,12,5,407,0,0,1,0
2735,13,7,574,3,1,1,0
2736,8,1,196,0,0,1,0
2737,33,33,2970,0,0,1,0
2738,15,9,970,0,0,3,0
2739,11,7,659,0,0,1,0
2740,33,33,2918,0,2,5,0
2741,7,7,630,0,0,0,0
2742,29,20,1661,0,0,6,0
2743,2,2,180,0,0,0,0
2744,36,35,3154,2,5,1,0
2745,29,20,1771,3,2,2,0
2746,2,1,135,0,0,0,0
2747,2,1,71,0,0,1,0
2748,15,12,1039,1,1,2,0
2749,9,5,400,0,1,2,1
2750,2,0,16,0,0,0,0
2751,38,31,2598,16,8,2,0
2752,30,18,1638,5,2,4,0
2753,14,11,887,0,0,1,0
2754,33,33,2881,0,2,8,0
2755,25,25,2250,0,0,4,0
2756,23,7,704,3,2,2,0
2757,32,32,2868,5,9,9,1
2758,19,13,1160,1,0,0,0
2759,3,0,80,0,0,0,0
2760,30,24,2115,10,4,5,0
2761,10,6,482,0,0,1,0
2762,18,4,516,0,3,0,0
2763,20,16,1318,0,2,2,0
2764,17,13,1198,0,2,2,0
2765,27,3,504,0,1,3,0
2766,25,10,1015,1,3,6,0
2767,5,1,184,0,0,1,0
2768,6,3,266,0,1,1,0
2769,35,29,2652,6,8,1,0
2770,35,28,2594,1,3,7,0
2771,29,22,1996,5,5,1,0
2772,10,2,257,0,0,0,0
2773,32,11,1086,0,2,4,0
2774,18,2,370,0,0,1,0
2775,25,12,1162,6,1,2,0
2776,29,22,1770,3,4,5,1
2777,31,21,1966,9,3,2,0
2778,22,17,1538,0,2,4,0
2779,4,0,24,0,0,0,0
2780,31,25,2351,10,12,3,0
2781,35,34,2919,19,4,5,0
2782,28,11,1153,2,1,1,0
2783,14,9,852,0,1,1,0
2784,33,32,2706,0,0,8,0
2785,32,28,2144,1,3,2,0
2786,28,17,1622,12,2,5,1
2787,23,17,1263,3,2,2,0
2788,36,35,2959,20,3,1,0
2789,11,9,773,0,0,2,0
2790,20,17,1456,0,0,6,1
2791,15,12,1187,0,0,2,0
2792,33,33,2888,2,7,3,0
2793,35,31,2856,9,13,3,0
2794,1,0,2,0,0,0,0
2795,8,3,313,0,0,2,0
2796,31,15,1450,0,0,6,0
2797,35,18,1915,2,1,10,0
2798,33,11,1226,1,1,6,0
2799,22,14,1083,1,0,7,0
2800,35,28,2402,7,4,2,1
2801,21,12,1165,0,0,5,0
2802,32,19,1875,1,3,7,1
2803,28,26,2320,0,0,4,1
2804,36,35,3109,0,1,4,1
2805,2,0,18,0,0,0,1
2806,34,33,2686,8,6,10,0
2807,2,0,29,0,0,1,0
2808,4,2,183,0,0,0,0
2809,4,1,73,0,0,0,0
2810,29,23,2050,1,2,3,0
2811,19,1,262,0,0,2,0
2812,26,24,2144,6,4,5,0
2813,3,1,73,1,0,0,0
2814,12,4,533,0,0,0,0
2815,11,4,435,1,1,4,0
2816,35,32,2852,6,4,5,0
2817,24,17,1639,1,2,5,0
2818,9,4,343,0,0,2,1
2819,14,0,356,2,2,4,0
2820,31,19,1711,1,0,3,0
2821,7,7,587,3,0,1,0
2822,37,35,3060,2,0,4,0
2823,30,26,2067,4,2,3,0
2824,27,22,1836,1,6,4,0
2825,28,16,1405,2,2,3,1
2826,22,9,896,1,0,0,0
2827,18,18,1541,2,0,5,0
2828,23,13,1415,1,2,2,0
2829,32,32,2880,0,0,3,0
2830,18,17,1518,1,1,4,0
2831,2,0,2,0,0,0,0
2832,8,4,395,0,1,0,0
2833,1,0,12,0,0,0,0
2834,15,15,1221,0,2,7,1
2835,7,5,522,0,0,4,0
2836,34,34,3060,0,0,2,0
2837,18,17,1512,0,0,6,0
2838,12,12,978,4,1,1,0
2839,26,8,980,2,2,0,0
2840,15,5,527,0,1,1,0
2841,1,1,90,0,0,0,0
2842,32,14,1402,3,1,2,0
2843,15,10,958,2,3,0,0
2844,13,7,638,0,0,2,0
2845,35,33,2713,6,2,2,0
2846,3,0,16,0,0,0,0
2847,17,9,976,0,2,3,0
2848,28,27,2269,0,0,6,1
2849,36,33,2962,2,1,6,0
2850,1,0,9,0,0,0,0
2851,5,0,106,0,0,0,0
2852,30,26,2325,3,8,4,0
2853,18,13,1270,4,1,3,0
2854,9,3,268,1,0,1,0
